customer_id,plan_type,monthly_charge,tenure_months,total_charges,contract_type,payment_method,num_tickets,avg_satisfaction,created_at,churn_status
341,standard,31.59,67,2113.2,one_year,bank_transfer,0,5.0,2024-03-25,0
342,premium,58.84,5,284.8,month-to-month,bank_transfer,3,3.19,2023-04-27,1
343,standard,32.52,46,1481.72,month-to-month,bank_transfer,2,4.11,2024-08-27,0
344,standard,28.93,54,1568.18,two_year,credit_card,2,3.72,2024-05-20,0
345,basic,10.0,39,389.91,two_year,credit_card,3,4.3,2023-07-08,0
346,standard,32.61,51,1670.53,month-to-month,credit_card,0,,2024-04-20,0
347,standard,29.11,15,444.45,one_year,credit_card,2,4.05,2023-11-19,0
348,standard,30.21,12,374.69,two_year,credit_card,0,4.54,2024-08-18,0
349,standard,29.47,29,910.16,two_year,bank_transfer,0,2.95,2023-06-29,0
350,premium,50.93,18,917.53,two_year,credit_card,3,3.29,2023-06-30,0
351,basic,16.09,16,242.75,one_year,cash,1,5.0,2024-11-23,0
352,standard,30.68,62,1861.76,month-to-month,credit_card,2,4.1,2023-10-14,0
353,standard,28.72,18,493.05,month-to-month,credit_card,1,3.75,2024-04-19,0
354,basic,16.41,57,960.08,month-to-month,bank_transfer,0,2.75,2024-09-09,0
355,basic,10.88,54,601.92,one_year,bank_transfer,3,4.47,2024-10-02,0
356,standard,29.19,61,1753.59,one_year,credit_card,1,2.72,2023-09-19,0
357,basic,15.08,22,381.04,month-to-month,cash,0,2.42,2024-06-06,0
358,basic,10.0,8,86.54,two_year,cash,1,3.61,2023-06-11,0
359,basic,14.83,11,172.34,one_year,credit_card,1,1.1,2024-05-01,1
360,standard,32.2,0,44.88,one_year,credit_card,2,4.11,2023-06-30,0
361,standard,29.09,57,1692.92,month-to-month,cash,1,3.88,2024-04-13,0
362,standard,29.9,0,15.62,month-to-month,bank_transfer,1,3.15,2023-01-21,1
363,premium,56.69,33,1887.35,month-to-month,bank_transfer,1,3.24,2023-10-02,0
364,standard,28.84,47,1373.94,month-to-month,cash,2,3.38,2023-09-17,1
365,standard,29.11,0,0.0,month-to-month,credit_card,2,2.71,2023-11-29,1
366,premium,51.47,15,777.79,month-to-month,bank_transfer,1,3.68,2024-04-10,1
367,standard,29.96,60,1809.09,month-to-month,credit_card,1,3.25,2023-04-26,0
368,standard,29.0,63,1824.46,month-to-month,bank_transfer,1,3.61,2024-02-17,0
369,standard,31.5,62,1933.69,month-to-month,bank_transfer,3,3.34,2024-06-20,0
370,basic,16.69,68,1129.6,one_year,bank_transfer,3,3.15,2023-09-14,0
371,standard,32.37,21,660.01,month-to-month,credit_card,1,3.78,2023-06-17,1
372,standard,28.48,66,1880.97,two_year,credit_card,2,4.28,2024-06-16,0
373,standard,23.47,25,551.14,two_year,bank_transfer,0,2.98,2024-08-20,0
374,basic,17.22,15,265.12,month-to-month,bank_transfer,3,3.9,2023-01-15,1
375,premium,56.29,50,2781.87,month-to-month,bank_transfer,0,4.02,2023-02-19,0
376,standard,28.09,56,1564.97,month-to-month,credit_card,0,2.22,2023-10-31,0
377,standard,31.66,28,896.56,one_year,cash,1,4.48,2024-05-01,0
378,premium,50.65,68,3460.02,one_year,credit_card,1,5.0,2024-02-20,0
379,standard,33.09,46,1535.59,month-to-month,cash,2,3.41,2023-11-01,0
380,premium,54.0,61,3300.39,one_year,credit_card,2,3.33,2023-07-15,0
381,standard,27.51,68,1848.29,month-to-month,bank_transfer,0,3.29,2024-01-23,0
382,basic,13.13,15,216.56,month-to-month,credit_card,0,4.12,2024-03-30,0
383,standard,29.31,47,1355.64,one_year,cash,1,4.01,2024-10-19,0
384,standard,29.96,38,1160.37,month-to-month,bank_transfer,1,1.91,2023-11-06,1
385,standard,30.14,32,977.03,one_year,credit_card,2,2.63,2023-05-07,0
386,premium,53.71,22,1208.8,month-to-month,credit_card,0,,2023-06-24,1
387,standard,30.6,9,275.9,two_year,credit_card,0,3.35,2023-05-14,0
388,standard,30.02,68,2024.98,month-to-month,credit_card,2,2.33,2023-03-07,0
389,premium,53.06,33,1725.13,month-to-month,cash,1,5.0,2024-01-28,0
390,standard,27.61,51,1384.48,one_year,bank_transfer,2,2.7,2023-12-31,0
391,standard,31.83,9,253.73,month-to-month,bank_transfer,0,3.54,2023-10-06,1
392,premium,56.57,18,1037.1,two_year,bank_transfer,2,3.33,2023-12-29,0
393,basic,15.17,57,886.04,one_year,bank_transfer,0,2.42,2023-06-20,0
394,standard,32.77,0,11.07,one_year,credit_card,3,3.68,2023-02-20,0
395,premium,49.12,68,3339.5,one_year,credit_card,1,3.89,2023-11-24,0
396,standard,28.31,3,126.15,two_year,bank_transfer,0,3.03,2024-10-26,0
397,standard,26.53,15,395.99,two_year,cash,5,3.16,2024-08-14,1
398,standard,36.77,23,850.13,one_year,credit_card,2,4.1,2023-05-25,0
399,standard,32.14,1,31.18,one_year,credit_card,1,1.52,2023-10-01,1
400,premium,54.76,31,1690.79,month-to-month,bank_transfer,3,2.65,2023-06-04,1
401,basic,17.35,23,411.67,month-to-month,cash,0,3.71,2024-05-22,1
402,basic,18.35,11,189.18,one_year,credit_card,3,2.97,2023-12-29,0
403,basic,18.32,49,883.67,month-to-month,bank_transfer,3,2.96,2023-11-21,1
404,standard,32.77,34,1127.81,month-to-month,cash,5,4.4,2024-10-16,1
405,standard,29.21,32,924.77,month-to-month,credit_card,1,2.87,2023-10-25,0
406,premium,53.5,32,1714.67,month-to-month,credit_card,1,5.0,2024-05-08,0
407,standard,27.11,60,1619.77,one_year,bank_transfer,3,,2024-06-29,0
408,standard,31.51,50,1575.27,two_year,cash,1,1.29,2023-10-31,0
409,basic,14.52,42,596.37,month-to-month,credit_card,0,4.38,2024-04-11,0
410,standard,28.74,11,303.33,month-to-month,bank_transfer,0,2.52,2023-08-27,1
411,standard,28.59,66,1870.55,two_year,bank_transfer,1,2.53,2024-10-11,0
412,basic,19.35,64,1255.27,month-to-month,bank_transfer,1,4.48,2024-05-31,0
413,basic,17.86,32,574.96,two_year,bank_transfer,7,3.0,2023-06-25,1
414,basic,20.49,39,817.48,month-to-month,bank_transfer,1,4.41,2024-02-14,0
415,basic,16.59,42,717.29,month-to-month,bank_transfer,4,2.89,2023-12-30,1
416,standard,30.17,43,1288.11,two_year,bank_transfer,2,3.86,2023-01-23,0
417,basic,14.92,28,435.39,month-to-month,bank_transfer,1,2.99,2023-11-14,0
418,standard,26.94,12,323.0,one_year,bank_transfer,1,2.58,2024-06-08,0
419,premium,51.22,11,560.25,two_year,cash,2,5.0,2023-10-03,0
420,standard,31.52,45,,month-to-month,credit_card,1,4.62,2024-08-26,0
421,premium,52.2,1,63.28,one_year,cash,3,2.77,2024-09-11,1
422,standard,30.63,34,1034.37,two_year,cash,3,3.32,2023-08-17,0
423,standard,33.35,7,243.23,month-to-month,credit_card,6,4.98,2024-10-25,1
424,premium,53.0,25,1299.69,two_year,bank_transfer,2,2.51,2023-04-18,0
425,basic,21.03,33,698.94,one_year,bank_transfer,2,2.57,2023-06-25,0
426,premium,52.03,6,282.19,one_year,credit_card,2,3.97,2023-11-16,0
427,basic,17.97,67,1184.3,one_year,credit_card,0,5.0,2023-10-13,0
428,standard,31.27,57,1794.08,month-to-month,credit_card,2,3.55,2023-11-25,0
429,basic,18.58,28,466.84,two_year,credit_card,3,4.55,2024-10-18,0
430,standard,26.65,35,968.8,two_year,cash,2,2.48,2023-12-22,0
431,standard,36.92,20,755.09,one_year,credit_card,2,3.86,2023-01-14,0
432,standard,29.46,35,994.33,one_year,cash,3,3.14,2023-10-02,0
433,standard,32.03,9,336.24,one_year,bank_transfer,1,5.0,2023-03-12,0
434,standard,34.33,23,843.07,month-to-month,cash,1,5.0,2023-07-14,0
435,basic,13.19,63,,one_year,bank_transfer,2,5.0,2024-06-06,0
436,standard,32.48,48,1540.51,one_year,credit_card,1,2.8,2023-04-16,0
437,premium,52.69,35,1877.88,one_year,bank_transfer,1,3.54,2023-07-15,0
438,standard,34.19,23,779.49,one_year,credit_card,2,3.88,2023-05-25,0
439,premium,52.72,22,1163.06,month-to-month,bank_transfer,1,2.84,2023-12-16,0
440,premium,55.12,61,3386.67,month-to-month,cash,3,3.63,2024-02-28,1
441,standard,30.92,36,1110.05,month-to-month,credit_card,1,4.41,2024-04-15,0
442,standard,32.35,11,351.03,month-to-month,credit_card,3,2.95,2024-11-16,1
443,basic,20.91,54,1103.69,one_year,bank_transfer,2,2.8,2023-08-04,0
444,basic,13.64,12,151.07,one_year,cash,2,2.73,2023-04-03,1
445,basic,18.42,22,,one_year,bank_transfer,0,2.16,2023-09-17,0
446,standard,35.91,29,1016.62,month-to-month,credit_card,2,4.35,2024-07-28,0
447,standard,30.5,16,465.04,one_year,bank_transfer,1,2.79,2024-06-24,0
448,standard,28.35,61,1730.02,month-to-month,credit_card,5,2.69,2023-10-12,1
449,standard,24.81,12,,month-to-month,bank_transfer,2,4.03,2024-04-28,1
450,standard,35.65,58,2050.12,one_year,cash,3,3.49,2024-01-07,0
451,standard,29.27,18,565.75,two_year,bank_transfer,5,2.97,2023-03-11,0
452,standard,27.0,48,1289.09,month-to-month,cash,3,4.31,2024-01-14,0
453,basic,10.93,11,110.82,month-to-month,credit_card,1,2.93,2023-10-06,1
454,basic,11.99,60,712.4,month-to-month,bank_transfer,2,1.32,2023-10-29,0
455,standard,32.76,18,583.0,month-to-month,cash,1,4.83,2023-09-12,0
456,standard,33.17,8,276.86,one_year,credit_card,2,2.67,2024-11-14,0
457,standard,31.96,70,2247.3,month-to-month,cash,1,2.78,2024-11-22,0
458,standard,30.4,27,812.98,month-to-month,credit_card,1,2.79,2023-09-21,0
459,standard,26.26,51,1334.98,month-to-month,bank_transfer,1,3.56,2024-11-25,0
460,basic,12.81,15,218.41,month-to-month,cash,5,3.23,2024-02-28,1
461,basic,11.68,68,764.03,month-to-month,bank_transfer,0,4.49,2023-08-01,0
462,standard,31.72,11,347.77,month-to-month,credit_card,3,5.0,2024-11-01,0
463,standard,26.81,24,646.14,month-to-month,bank_transfer,1,2.82,2023-04-10,1
464,standard,27.86,51,1405.33,month-to-month,bank_transfer,2,2.56,2023-04-22,1
465,premium,54.45,52,2829.1,two_year,cash,3,2.98,2023-11-04,0
466,standard,24.99,22,531.55,month-to-month,bank_transfer,4,3.94,2024-11-08,0
467,standard,30.14,15,464.84,two_year,credit_card,0,3.38,2024-04-19,0
468,standard,29.68,56,1635.32,month-to-month,bank_transfer,1,3.0,2024-07-01,0
469,standard,33.55,38,1296.15,two_year,bank_transfer,3,2.2,2023-04-22,0
470,standard,27.54,52,1430.61,one_year,bank_transfer,1,1.29,2023-03-28,0
471,standard,26.1,41,1061.14,one_year,bank_transfer,0,,2023-07-02,0
472,standard,28.88,57,1626.07,one_year,cash,3,4.76,2024-08-19,0
473,basic,11.71,38,465.59,month-to-month,bank_transfer,0,3.94,2023-06-14,0
474,standard,30.12,13,378.52,month-to-month,bank_transfer,3,3.31,2023-03-31,0
475,premium,49.42,4,174.34,month-to-month,credit_card,2,4.23,2024-03-30,1
476,premium,53.18,34,1829.15,one_year,credit_card,2,2.21,2023-08-26,0
477,standard,27.21,17,444.48,month-to-month,credit_card,3,,2024-06-17,1
478,standard,31.7,8,251.71,month-to-month,credit_card,1,1.71,2024-11-09,1
479,standard,27.57,57,1587.87,one_year,bank_transfer,3,3.85,2023-02-27,0
480,standard,24.79,16,399.8,one_year,bank_transfer,0,3.76,2024-06-25,0
481,basic,14.39,6,120.96,one_year,bank_transfer,2,3.78,2024-09-09,1
482,standard,30.96,45,1376.5,one_year,cash,3,4.67,2024-02-06,0
483,standard,29.19,12,346.07,two_year,cash,1,4.28,2024-11-09,0
484,premium,53.17,39,2070.97,month-to-month,cash,0,2.29,2024-10-27,0
485,standard,27.99,41,1160.01,month-to-month,bank_transfer,3,,2024-06-02,0
486,standard,30.34,8,268.49,month-to-month,bank_transfer,0,3.29,2023-07-16,0
487,standard,27.33,49,1340.64,month-to-month,bank_transfer,1,1.53,2023-02-15,1
488,standard,29.01,26,751.51,two_year,credit_card,0,3.39,2024-06-13,0
489,standard,32.25,65,2066.59,month-to-month,credit_card,1,4.15,2024-02-01,0
490,basic,11.1,4,46.65,one_year,cash,1,2.49,2024-10-26,0
491,standard,29.87,28,823.35,month-to-month,cash,0,4.83,2023-03-15,0
492,premium,49.63,36,1799.05,one_year,credit_card,0,2.58,2024-02-20,0
493,standard,30.68,37,1126.97,one_year,bank_transfer,1,3.02,2024-10-18,0
494,basic,12.06,7,79.61,month-to-month,cash,1,2.84,2024-09-05,1
495,standard,33.06,64,2086.63,month-to-month,credit_card,1,1.79,2023-12-01,0
496,premium,50.57,16,772.89,month-to-month,credit_card,0,2.51,2024-09-24,1
497,basic,16.33,70,1180.32,month-to-month,cash,2,2.79,2024-11-18,0
498,standard,33.66,44,1483.63,month-to-month,bank_transfer,2,3.37,2024-07-28,0
499,premium,51.91,3,163.82,month-to-month,credit_card,1,1.0,2023-10-23,1
500,standard,27.41,35,941.1,month-to-month,bank_transfer,2,4.22,2023-03-25,0
501,premium,52.17,69,3617.24,one_year,cash,3,4.21,2023-01-15,0
502,standard,28.54,30,870.1,one_year,bank_transfer,1,4.68,2023-05-14,0
503,standard,31.55,18,551.85,one_year,credit_card,1,2.01,2024-04-22,1
504,standard,28.3,60,1676.81,month-to-month,credit_card,3,3.21,2024-09-24,0
505,basic,11.64,53,602.27,one_year,bank_transfer,0,4.44,2023-11-15,0
506,basic,10.0,38,379.43,month-to-month,bank_transfer,0,4.53,2024-01-27,0
507,standard,34.81,18,,month-to-month,bank_transfer,1,4.98,2024-04-23,0
508,basic,20.04,38,762.29,two_year,credit_card,3,3.6,2024-10-01,0
509,standard,31.68,66,2116.85,month-to-month,cash,3,3.44,2024-01-03,1
510,premium,52.57,44,2298.78,one_year,credit_card,1,1.94,2024-01-02,0
511,premium,57.24,12,665.15,one_year,credit_card,0,4.56,2023-10-15,0
512,standard,32.85,57,1872.45,month-to-month,credit_card,5,3.04,2024-01-13,0
513,premium,54.24,19,996.7,month-to-month,credit_card,2,3.53,2024-11-22,0
514,standard,30.12,71,2152.43,month-to-month,bank_transfer,2,3.47,2024-04-07,0
515,standard,33.7,60,2023.96,two_year,bank_transfer,1,1.11,2024-08-16,0
516,basic,10.08,38,376.28,month-to-month,credit_card,3,2.69,2023-01-13,1
517,standard,33.0,0,0.0,month-to-month,bank_transfer,2,3.95,2024-06-19,0
518,standard,29.07,2,76.34,month-to-month,credit_card,1,3.45,2023-06-17,1
519,standard,26.66,61,1643.82,one_year,bank_transfer,1,3.96,2023-09-27,0
520,standard,26.91,62,1663.49,month-to-month,cash,3,4.28,2023-03-11,0
521,basic,12.41,24,309.68,month-to-month,credit_card,2,2.68,2023-11-14,1
522,standard,26.37,55,1467.62,one_year,bank_transfer,1,,2024-01-11,0
523,premium,60.31,32,1936.63,two_year,credit_card,0,3.36,2023-03-30,0
524,standard,31.47,37,1160.28,month-to-month,credit_card,2,4.27,2023-09-14,0
525,premium,58.19,5,298.57,month-to-month,credit_card,1,,2023-08-05,1
526,premium,56.69,57,3210.55,month-to-month,bank_transfer,2,1.72,2024-03-25,0
527,premium,55.18,43,2374.16,one_year,bank_transfer,2,3.3,2024-06-27,0
528,premium,55.22,44,2425.02,month-to-month,credit_card,2,4.23,2023-05-21,0
529,premium,53.81,31,1660.31,month-to-month,cash,2,4.86,2023-06-10,0
530,standard,29.05,44,1243.67,one_year,bank_transfer,1,3.78,2023-02-01,0
531,basic,10.78,60,626.25,one_year,cash,3,,2023-06-01,0
532,standard,33.25,46,1519.78,month-to-month,bank_transfer,4,3.09,2023-09-17,1
533,standard,24.56,20,509.1,two_year,bank_transfer,2,3.98,2023-10-06,0
534,standard,26.82,35,944.42,one_year,credit_card,1,4.37,2023-10-12,0
535,standard,36.04,18,667.51,month-to-month,credit_card,1,4.01,2024-09-01,0
536,premium,55.41,19,1077.65,month-to-month,cash,1,3.25,2024-06-25,1
537,premium,55.53,56,3116.27,two_year,credit_card,2,4.36,2024-08-24,0
538,premium,56.91,17,970.28,month-to-month,cash,3,2.86,2023-05-28,1
539,standard,25.38,46,1148.02,month-to-month,bank_transfer,1,3.68,2024-10-17,0
540,basic,10.82,48,559.09,month-to-month,credit_card,0,4.25,2023-03-08,0
541,basic,13.67,13,149.35,one_year,credit_card,2,,2024-07-23,0
542,standard,27.29,14,384.43,month-to-month,credit_card,1,4.1,2023-10-06,1
543,basic,14.78,30,460.06,month-to-month,cash,1,4.07,2024-03-18,1
544,basic,16.46,0,16.93,month-to-month,bank_transfer,1,2.45,2024-02-03,1
545,premium,59.17,53,3112.91,month-to-month,credit_card,2,3.52,2023-05-08,0
546,standard,32.43,2,56.46,one_year,credit_card,2,2.59,2023-12-03,1
547,standard,27.02,15,389.32,one_year,credit_card,2,3.21,2024-04-26,0
548,basic,13.88,56,737.67,month-to-month,bank_transfer,0,2.33,2023-07-05,0
549,standard,28.06,11,311.27,month-to-month,credit_card,2,3.84,2023-06-18,0
550,basic,11.95,15,164.9,one_year,cash,0,1.53,2024-11-14,1
551,premium,51.27,71,3670.28,month-to-month,credit_card,2,4.12,2023-09-17,0
552,standard,34.99,23,817.07,month-to-month,credit_card,3,3.52,2024-10-08,1
553,standard,30.03,27,811.64,two_year,bank_transfer,2,5.0,2024-07-11,0
554,standard,29.33,7,195.86,one_year,bank_transfer,1,3.3,2024-05-21,0
555,basic,16.45,35,578.05,month-to-month,cash,1,3.3,2024-06-04,0
556,standard,31.6,7,216.08,month-to-month,bank_transfer,1,4.18,2024-04-15,0
557,standard,33.36,57,1902.91,month-to-month,credit_card,2,3.35,2023-06-10,0
558,standard,27.77,59,1676.46,month-to-month,bank_transfer,3,3.77,2023-10-16,0
559,basic,16.21,49,772.99,month-to-month,credit_card,2,4.49,2023-12-06,0
560,standard,27.27,27,732.92,month-to-month,credit_card,0,3.23,2024-05-16,0
561,standard,29.43,40,1191.33,month-to-month,cash,4,4.7,2023-04-16,1
562,premium,55.17,63,3467.71,two_year,bank_transfer,1,1.82,2024-04-19,0
563,standard,30.46,26,823.57,one_year,cash,2,5.0,2024-08-22,0
564,standard,30.33,62,1894.03,month-to-month,bank_transfer,1,1.71,2024-04-07,0
565,standard,32.41,16,504.18,month-to-month,bank_transfer,1,4.85,2024-04-27,0
566,standard,28.21,32,906.8,one_year,credit_card,1,1.63,2023-06-02,1
567,standard,30.55,28,841.31,month-to-month,credit_card,3,5.0,2024-10-10,0
568,standard,27.72,12,316.71,month-to-month,cash,3,3.66,2023-05-29,1
569,standard,38.76,45,1741.4,two_year,credit_card,2,2.56,2023-07-07,0
570,premium,52.26,34,1802.12,month-to-month,cash,2,5.0,2024-10-14,0
571,standard,27.9,5,154.41,one_year,bank_transfer,1,2.41,2023-05-11,0
572,premium,57.65,68,3919.75,two_year,credit_card,1,3.27,2024-03-27,0
573,standard,28.71,46,1336.28,month-to-month,bank_transfer,1,5.0,2024-05-30,0
574,premium,57.65,24,1388.97,month-to-month,bank_transfer,0,3.9,2024-05-05,0
575,premium,55.46,65,3581.5,month-to-month,credit_card,3,1.47,2024-04-20,0
576,standard,28.79,9,256.21,two_year,cash,1,3.23,2023-09-20,1
577,premium,52.74,55,2899.24,two_year,bank_transfer,3,3.14,2024-06-21,0
578,basic,12.63,29,381.5,one_year,credit_card,2,3.69,2024-04-03,0
579,premium,53.82,4,203.95,month-to-month,bank_transfer,0,3.46,2024-06-19,1
580,standard,29.48,32,925.11,one_year,cash,5,4.05,2024-09-28,0
581,basic,12.5,64,799.09,two_year,credit_card,0,1.97,2024-11-14,0
582,standard,29.67,17,491.48,one_year,cash,0,2.95,2023-10-22,0
583,premium,51.72,48,2476.09,two_year,credit_card,6,3.81,2024-03-10,0
584,basic,17.27,10,171.08,two_year,bank_transfer,2,2.74,2023-10-02,0
585,standard,32.84,25,813.34,one_year,bank_transfer,2,4.6,2024-08-10,0
586,standard,27.89,62,1748.44,one_year,credit_card,0,2.76,2023-11-04,0
587,premium,52.72,58,3086.05,month-to-month,credit_card,3,3.64,2024-01-11,0
588,standard,30.53,26,811.04,month-to-month,bank_transfer,0,3.4,2023-06-07,0
589,basic,18.8,48,866.98,one_year,bank_transfer,1,2.49,2023-07-23,0
590,basic,19.46,32,609.88,month-to-month,bank_transfer,0,3.56,2024-10-22,0
591,standard,25.79,0,0.0,two_year,credit_card,2,2.19,2023-03-16,1
592,standard,33.02,20,623.47,two_year,cash,0,3.06,2024-01-15,0
593,premium,54.82,54,2942.76,one_year,bank_transfer,1,3.53,2023-10-31,0
594,basic,14.87,5,70.52,month-to-month,cash,2,2.07,2023-03-03,1
595,standard,31.51,68,2133.7,month-to-month,credit_card,1,4.12,2024-07-23,0
596,basic,13.56,4,54.41,month-to-month,bank_transfer,2,3.76,2023-04-18,1
597,basic,18.29,2,8.96,one_year,bank_transfer,1,4.03,2023-07-06,0
598,standard,34.27,52,1772.83,one_year,credit_card,3,3.5,2023-08-17,0
599,standard,34.38,22,759.4,two_year,bank_transfer,2,2.35,2023-02-17,0
600,standard,24.47,52,1272.64,month-to-month,credit_card,1,3.5,2023-09-25,0
601,premium,54.31,36,1964.1,two_year,bank_transfer,2,4.12,2023-09-11,0
602,standard,24.19,16,,two_year,bank_transfer,1,2.31,2023-03-28,0
603,premium,52.7,0,0.0,month-to-month,credit_card,1,2.39,2023-06-30,1
604,premium,47.81,50,2392.9,two_year,bank_transfer,1,3.25,2023-01-25,0
605,standard,31.35,44,1363.4,month-to-month,bank_transfer,1,3.13,2024-01-23,0
606,premium,55.66,3,161.58,month-to-month,credit_card,3,3.48,2023-08-10,1
607,standard,28.7,61,1729.59,one_year,cash,1,3.21,2024-02-01,0
608,basic,12.63,64,829.63,month-to-month,cash,1,3.66,2024-05-25,0
609,standard,30.94,31,953.67,one_year,bank_transfer,1,4.72,2024-07-14,0
610,basic,11.97,33,416.29,one_year,credit_card,1,4.04,2024-03-15,0
611,standard,26.76,71,1906.19,one_year,bank_transfer,2,,2023-06-24,0
612,standard,26.39,38,985.11,month-to-month,bank_transfer,0,2.39,2023-11-07,0
613,basic,14.39,25,364.77,month-to-month,credit_card,0,2.78,2023-10-01,0
614,basic,13.25,33,453.44,one_year,bank_transfer,2,4.34,2023-02-04,0
615,premium,53.85,53,2852.5,month-to-month,bank_transfer,2,3.03,2023-08-05,0
616,standard,31.57,2,64.62,month-to-month,bank_transfer,3,2.53,2024-11-02,1
617,basic,17.89,49,865.58,month-to-month,bank_transfer,2,5.0,2024-02-12,0
618,standard,34.35,11,378.33,one_year,bank_transfer,3,5.0,2024-06-02,0
619,standard,30.18,64,1936.28,month-to-month,cash,2,3.38,2023-09-26,0
620,standard,31.04,53,1633.54,one_year,credit_card,2,2.42,2024-09-29,0
621,premium,55.57,4,200.69,one_year,bank_transfer,0,4.22,2024-04-19,0
622,standard,24.98,56,1424.64,month-to-month,cash,4,3.01,2023-11-21,1
623,standard,28.89,16,474.32,month-to-month,bank_transfer,0,4.39,2023-12-22,0
624,premium,53.9,46,2468.45,two_year,bank_transfer,1,3.01,2023-03-31,0
625,premium,53.47,22,1180.73,two_year,bank_transfer,1,5.0,2023-02-11,0
626,basic,14.88,13,163.87,two_year,bank_transfer,1,2.98,2023-12-31,0
627,basic,14.34,65,892.56,two_year,cash,1,5.0,2024-11-01,0
628,basic,12.04,50,623.68,month-to-month,bank_transfer,0,3.7,2023-07-21,0
629,standard,29.55,37,1097.94,month-to-month,cash,1,4.88,2024-01-01,0
630,standard,28.08,63,1768.09,month-to-month,credit_card,0,2.96,2023-10-15,0
631,standard,22.14,37,823.83,month-to-month,credit_card,1,2.19,2024-08-25,1
632,premium,50.81,49,2554.21,month-to-month,bank_transfer,1,1.19,2024-04-25,1
633,standard,30.27,29,895.21,month-to-month,credit_card,1,4.78,2024-09-28,0
634,basic,18.28,50,893.09,month-to-month,credit_card,2,3.57,2024-05-15,0
635,standard,22.72,62,1375.03,one_year,credit_card,4,2.25,2024-09-29,0
636,standard,27.39,51,1417.98,one_year,credit_card,2,4.82,2023-02-21,0
637,standard,31.29,37,1174.85,month-to-month,credit_card,2,4.66,2023-04-13,0
638,standard,32.63,29,957.77,two_year,cash,1,4.88,2023-12-27,0
639,premium,53.74,50,2670.74,month-to-month,credit_card,1,2.16,2024-02-28,0
640,standard,27.95,4,119.07,two_year,bank_transfer,0,4.75,2024-11-29,0
641,standard,33.66,28,928.01,month-to-month,bank_transfer,2,3.88,2023-07-24,0
642,standard,32.39,3,110.43,two_year,cash,1,4.93,2023-01-14,0
643,standard,32.58,9,312.87,one_year,credit_card,1,4.04,2024-09-07,0
644,basic,13.6,55,737.13,month-to-month,cash,5,3.67,2024-09-20,1
645,standard,33.34,16,556.08,month-to-month,bank_transfer,0,4.76,2024-04-14,0
646,basic,10.0,16,162.3,month-to-month,bank_transfer,2,4.35,2024-04-10,1
647,premium,58.39,68,3980.36,month-to-month,bank_transfer,1,4.58,2023-10-31,0
648,basic,14.8,33,462.21,month-to-month,cash,1,3.01,2024-08-27,1
649,standard,30.39,5,156.59,one_year,credit_card,2,3.33,2024-03-02,0
650,standard,27.16,52,1398.81,month-to-month,bank_transfer,5,1.77,2024-10-17,1
651,premium,49.56,65,3230.89,one_year,bank_transfer,1,2.94,2023-04-20,0
652,basic,15.32,42,672.78,two_year,bank_transfer,1,4.29,2024-11-05,0
653,basic,16.65,22,,month-to-month,cash,0,4.06,2024-07-18,0
654,basic,17.11,54,905.92,one_year,credit_card,2,,2024-05-29,0
655,basic,16.78,15,264.23,month-to-month,cash,2,4.78,2023-03-09,0
656,basic,16.1,7,120.74,one_year,credit_card,1,5.0,2023-09-03,0
657,standard,27.23,3,122.86,month-to-month,credit_card,3,2.6,2024-01-24,1
658,basic,17.3,3,56.98,two_year,credit_card,1,3.29,2024-10-11,0
659,basic,11.89,55,642.24,two_year,credit_card,2,2.88,2023-11-04,0
660,premium,58.32,24,1415.09,month-to-month,bank_transfer,2,3.41,2023-12-18,0
661,standard,29.75,66,1960.95,month-to-month,credit_card,1,3.77,2023-03-07,0
662,standard,29.85,66,1971.71,two_year,credit_card,0,2.8,2024-04-04,0
663,standard,32.6,26,829.03,one_year,cash,1,3.22,2023-12-13,0
664,premium,58.0,31,1795.55,month-to-month,cash,3,3.59,2023-11-21,1
665,basic,17.31,49,848.81,month-to-month,cash,2,3.97,2024-10-28,0
666,premium,52.54,60,3149.83,one_year,cash,3,4.97,2024-08-21,0
667,standard,32.29,50,1602.68,month-to-month,bank_transfer,0,3.49,2023-02-02,0
668,basic,12.56,18,231.84,two_year,credit_card,1,2.94,2023-03-09,0
669,premium,57.36,20,1128.73,month-to-month,credit_card,3,4.2,2023-07-06,0
670,basic,10.72,4,19.7,month-to-month,bank_transfer,1,3.9,2023-07-11,0
671,basic,14.72,41,617.71,two_year,credit_card,2,3.31,2023-08-01,0
672,premium,52.54,60,3164.76,month-to-month,bank_transfer,0,3.99,2024-08-22,0
673,standard,32.61,21,658.66,month-to-month,credit_card,0,3.12,2024-03-03,0
674,standard,33.35,20,630.41,month-to-month,credit_card,2,2.97,2023-12-17,1
675,basic,15.6,69,1056.23,month-to-month,bank_transfer,1,1.6,2023-04-18,0
676,standard,30.5,0,0.0,one_year,bank_transfer,2,3.17,2023-08-28,0
677,standard,32.11,4,151.53,month-to-month,bank_transfer,1,1.74,2023-08-04,1
678,standard,33.36,11,363.91,one_year,bank_transfer,0,2.86,2023-06-26,0
679,standard,30.11,45,1339.56,one_year,credit_card,0,4.08,2024-07-18,0
680,basic,13.5,33,448.47,one_year,credit_card,1,1.99,2023-11-26,0
681,basic,16.94,48,810.84,month-to-month,cash,1,3.31,2024-07-14,1
682,premium,49.42,44,2146.86,month-to-month,bank_transfer,3,3.57,2024-09-17,0
